trigger_word,theme,source_lexicon,section,count,per_1000_words,context_snippet,symbol,filing_date,call_date,url
headwinds,negative_caution,custom,remarks,1,0.12709710218607015,"over the previous quarter. This business has been facing significant macro environmental headwinds as well as challenges specific to the industry like energy costs, etc. But we hav",VIYASH,2023-02-21,,https://nsearchives.nseindia.com/corporate/SEQUENT_21022023112527_SEEarningCallQ3FY23.pdf
muted,negative_caution,custom,remarks,5,0.6354855109303508,"remain steady during the year. To some extent, this quarter's performance has been a bit muted compared to the previous quarter. And that's because of seasonal variations which are",VIYASH,2023-02-21,,https://nsearchives.nseindia.com/corporate/SEQUENT_21022023112527_SEEarningCallQ3FY23.pdf
capex,capital_actions,custom,remarks,2,0.2541942043721403,apacity as we were over there. And any addition is quite modular and limited in terms of capex. Moderator: The next question is from the line of V.P. Rajesh from Banyan Capital Adv,VIYASH,2023-02-21,,https://nsearchives.nseindia.com/corporate/SEQUENT_21022023112527_SEEarningCallQ3FY23.pdf
strong demand,positive_guidance,custom,remarks,1,0.8688097306689835,"COVID restrictions in China obviously have made supply chain and business complex. With strong demand witnessed in India and overseas, we have witnessed both order booking across a",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
order book,positive_guidance,custom,remarks,4,3.475238922675934,"ness complex. With strong demand witnessed in India and overseas, we have witnessed both order booking across all segments, so order booking as on May 1, 2022, the total order book",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
capacity expansion,positive_guidance,custom,remarks,1,0.8688097306689835,"e back in the business climate. Something on the capex updates, company is undertaking a capacity expansion for stainless steel tubes and pipes for approximately Rs180 Crores, and ",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
capex,capital_actions,custom,remarks,6,5.212858384013901,"r basis and quarterly increases by 25% sequential and 8% year-on-year basis. Our earlier capex has picked up well and last year all products have performed well i.e. carbon steel, ",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
order book,positive_guidance,custom,QnA,4,0.5821568912822006,"it and my final question is on oil and gas, the domestic refinery space, how much of our order book would be coming from that and vis-à-vis this is about three to five year time ho",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
capacity expansion,positive_guidance,custom,QnA,4,0.5821568912822006,"the same? Manoj Sanghvi: No, the 20000 tons is for extrusion, which is hot finish, this capacity expansion is for the current capacity what we already have for cold finishing. Aash",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
operating leverage,positive_guidance,custom,QnA,1,0.14553922282055015,"vi: Yes, that assumption would be correct. Abhijeet Bora: And also there is benefit of operating leverage also, volumes also or not? Manoj Sanghvi: A little bit, but major would be",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
headwinds,negative_caution,custom,QnA,2,0.2910784456411003,"anoj Bahety: Got it and Sir, lastly if you can give us some colour on like current macro headwinds like where there are multiple headwinds and how do you see the scenario panning f",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
not in a position,hedging_evasion,custom,QnA,1,0.14553922282055015,"some cases because of the sudden price increase there might be some cases where we were not in a position to book it immediately some minor impact will be there, but even over a lo",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
difficult to predict,hedging_evasion,custom,QnA,1,0.14553922282055015,"of the metal prices for the quarter 1 of financial year 2023? Manoj Sanghvi: It is very difficult to predict steel prices, but it will settle down somewhere lower than today’s pric",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
capex,capital_actions,custom,QnA,22,3.201862902052103,"on the good set of the numbers on annual and quarterly results as well. Now, this asset capex that you are announcing is basically for which kind of pipes? Manoj Sanghvi: It is st",RATNAMANI,2022-05-24,,https://nsearchives.nseindia.com/corporate/RATNAMANI_24052022174955_RMTLPOSTCONCALL19052022FINAL.pdf
order book,positive_guidance,custom,remarks,1,0.7930214115781126,"res in this quarter, reflecting a robust 115% year-on-year growth. With a strong defense order book of around INR15,000 crores and commercialization of Pinaka orders in this year, ",SOLARINDS,2025-08-11,,https://nsearchives.nseindia.com/corporate/SOLARINDS_11082025163741_Trancriptmergedsd.pdf
order book,positive_guidance,custom,QnA,5,1.2373174956693889,"completed, we expect commercialization to happen at a much faster pace. As far as the order book from international markets are concerned, like we have already shared that we have ",SOLARINDS,2025-08-11,,https://nsearchives.nseindia.com/corporate/SOLARINDS_11082025163741_Trancriptmergedsd.pdf
slowdown,negative_caution,custom,QnA,1,0.24746349913387775,"ume growth for the full year, obviously, given the unseasonal rain and there's been some slowdown there on the mining side. So yes, just to start off, if you could help us there? S",SOLARINDS,2025-08-11,,https://nsearchives.nseindia.com/corporate/SOLARINDS_11082025163741_Trancriptmergedsd.pdf
cannot comment,hedging_evasion,custom,QnA,1,0.24746349913387775,"orders of the total opportunity. As far as other players' challenges are concerned, I cannot comment on that. So we have to wait for those -- the AON, which has been considered in ",SOLARINDS,2025-08-11,,https://nsearchives.nseindia.com/corporate/SOLARINDS_11082025163741_Trancriptmergedsd.pdf
capex,capital_actions,custom,QnA,3,0.7423904974016332,"r last year and you said pipeline looks pretty decent, so how are you thinking about the capex now? Because we also keep hearing and reading articles that government wants their ow",SOLARINDS,2025-08-11,,https://nsearchives.nseindia.com/corporate/SOLARINDS_11082025163741_Trancriptmergedsd.pdf
order book,positive_guidance,custom,remarks,8,1.0495932826029915,", we have also secured order worth INR1,300 crores plus in July '25 that makes our total order book secured to INR4,300 crores in FY '26 till date. We are also L1 in orders worth I",CEMPRO,2025-08-04,2025-08-04,https://nsearchives.nseindia.com/corporate/ITD_04082025144034_STK_ltr_transcript_signed.pdf
operating leverage,positive_guidance,custom,remarks,3,0.39359748097612174,"every second or third year that you have done, then if your gross margins are same, the operating leverage should have helped you to have higher EBITDA. So are you bidding at sligh",CEMPRO,2025-08-04,2025-08-04,https://nsearchives.nseindia.com/corporate/ITD_04082025144034_STK_ltr_transcript_signed.pdf
one-off,negative_caution,custom,remarks,1,0.13119916032537393,"quarters. So that is an improvement. And I strongly believe that if you do not have such one-off bad job, EBITDA will further increase. So let us see. Jayesh Shah: Okay. But at bid",CEMPRO,2025-08-04,2025-08-04,https://nsearchives.nseindia.com/corporate/ITD_04082025144034_STK_ltr_transcript_signed.pdf
muted,negative_caution,custom,remarks,1,0.13119916032537393,"an see from all the companies, we are not exceptional. So quarter 2 will be a little bit muted because of monsoon effect. Rehan Saiyyed: Okay. Okay. And sir, like that you have pre",CEMPRO,2025-08-04,2025-08-04,https://nsearchives.nseindia.com/corporate/ITD_04082025144034_STK_ltr_transcript_signed.pdf
let us see,hedging_evasion,custom,remarks,2,0.26239832065074786,"or 10% plus, which you've been achieving now. And definitely, we'll try to achieve more. Let us see. Moderator: The next question is from the line of Vaibhav Shah from JM Financial",CEMPRO,2025-08-04,2025-08-04,https://nsearchives.nseindia.com/corporate/ITD_04082025144034_STK_ltr_transcript_signed.pdf
capex,capital_actions,custom,remarks,4,0.5247966413014957,"right. We earlier had, I think, close to 100 days, so 100 days that has improved. On the capex front, if you can help us with the capex we are planning to do in '26 and how have we",CEMPRO,2025-08-04,2025-08-04,https://nsearchives.nseindia.com/corporate/ITD_04082025144034_STK_ltr_transcript_signed.pdf
capex,capital_actions,custom,QnA,10,1.238543472875898,"represents in terms of expansion plans? Yogesh Malhotra: So, varius whenever we do some capex like we are doing some new plant like Mundra, we are also expanding the phase 2 so tha",GRAVITA,2022-05-24,2022-05-11,https://nsearchives.nseindia.com/corporate/GRAVITA_24052022144039_TranscriptearningsQ4.pdf
capital expenditure,capital_actions,custom,QnA,1,0.12385434728758979,f West Africa got into operations into a rubber recycling plant the company has incurred capital expenditure of Rs.3.8 Crores for setting up this 6000 metric ton per annum capacity,GRAVITA,2022-05-24,2022-05-11,https://nsearchives.nseindia.com/corporate/GRAVITA_24052022144039_TranscriptearningsQ4.pdf
one-off,negative_caution,custom,remarks,1,0.15482272797646696,revenue for the year and as well as a similar percentage increase in the PBT before the one-off that we had of exceptional item on account of Labor Code. This as far as the quarter,BLUEDART,2026-05-18,2026-05-09,https://nsearchives.nseindia.com/corporate/pooja_sanghvi_18052026205310_SE_Letter.pdf
capex,capital_actions,custom,remarks,22,3.4061000154822727,on from the queue from Anshul Agrawal. Anshul Agrawal: Just a bookkeeping question. Our capex has shot up in FY 2026. I believe this is on the back of the ground hubs that we sort ,BLUEDART,2026-05-18,2026-05-09,https://nsearchives.nseindia.com/corporate/pooja_sanghvi_18052026205310_SE_Letter.pdf
capital expenditure,capital_actions,custom,remarks,1,0.15482272797646696,"very year, even in…without any new capacity addition in aircraft, this will be a part of capital expenditure. Anshul Agrawal: Correct. And since ground continues to grow faster tha",BLUEDART,2026-05-18,2026-05-09,https://nsearchives.nseindia.com/corporate/pooja_sanghvi_18052026205310_SE_Letter.pdf
order book,positive_guidance,custom,remarks,3,1.6295491580662684,"the next slide, please? Our core services business remains central to our future. The order booking trend clearly reflects this momentum. Order bookings have grown from INR 299 cro",GVPIL,2026-07-16,2026-07-16,https://nsearchives.nseindia.com/corporate/GEPIL_16072026172533_final.pdf
deleveraging,capital_actions,custom,remarks,1,0.5431830526887561,"to manoeuver in an unpredictable global market. Most indicative of our turnaround is our deleveraging story. We have shed INR 1,364 crores in bank guarantees exposure over two year",GVPIL,2026-07-16,2026-07-16,https://nsearchives.nseindia.com/corporate/GEPIL_16072026172533_final.pdf
slowdown,negative_caution,custom,remarks,1,0.7633587786259542,cal conditions. And now being exacerbated by the U.S. tariff uncertainty. There's been a slowdown in Europe. There is a decrease in consumption there. And most of the countries the,SANDHAR,2025-08-14,2025-08-14,https://nsearchives.nseindia.com/corporate/SANDHAR_14082025123058_STL_Transcript_Call_08_August_2025_signed.pdf
margin expansion,positive_guidance,custom,QnA,2,0.2629503023928478,"one small question if can say, sir, we were expecting like 0.5 percentage kind of EBITDA margin expansion in this fiscal. So we -- in the first quarter, we have, of course, a few o",SANDHAR,2025-08-14,2025-08-14,https://nsearchives.nseindia.com/corporate/SANDHAR_14082025123058_STL_Transcript_Call_08_August_2025_signed.pdf
slowdown,negative_caution,custom,QnA,1,0.1314751511964239,"have been down in entire Europe and U.S. markets. That loss of business or I would say, slowdown in the business is affecting. Rest directly, we are not affected because of this. M",SANDHAR,2025-08-14,2025-08-14,https://nsearchives.nseindia.com/corporate/SANDHAR_14082025123058_STL_Transcript_Call_08_August_2025_signed.pdf
one-off,negative_caution,custom,QnA,7,0.9203260583749672,"argin expansion in this fiscal. So we -- in the first quarter, we have, of course, a few one-offs, which you explained. So do you -- are we on track to have that 0.5 percentage of ",SANDHAR,2025-08-14,2025-08-14,https://nsearchives.nseindia.com/corporate/SANDHAR_14082025123058_STL_Transcript_Call_08_August_2025_signed.pdf
capex,capital_actions,custom,QnA,4,0.5259006047856956,"ing to the market in terms of the new products, die casting, sheet metal, and we did our capex investments also in these projects. Now the purpose of hiring of these business to a ",SANDHAR,2025-08-14,2025-08-14,https://nsearchives.nseindia.com/corporate/SANDHAR_14082025123058_STL_Transcript_Call_08_August_2025_signed.pdf
qip,capital_actions,custom,QnA,7,0.9203260583749672,"8, 2025 Page 4 of 18 Aditya Kondawar: Sir, first question was on the INR500 crores QIP. Any color on how the proceeds will be used? And second, my question on debt. I know, of",SANDHAR,2025-08-14,2025-08-14,https://nsearchives.nseindia.com/corporate/SANDHAR_14082025123058_STL_Transcript_Call_08_August_2025_signed.pdf
order book,positive_guidance,custom,remarks,10,1.1144544745347154,"priorities that need to be our focus areas. In terms of opportunities there is a strong order book outlook which supports our growth visibility for the year. Additionally, the INR ",SGIL,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf
capacity expansion,positive_guidance,custom,remarks,1,0.11144544745347153,1.5 or something like that below 1.5 Niteen Dharmawat: And have you considered the capacity expansion land purchase in this or that will be extra V.S. Reddy: we need to see means i,SGIL,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf
margin expansion,positive_guidance,custom,remarks,3,0.3343363423604146,development activities you know once that is done q2 should give a good progress on the margin expansion side. Niteen Dharmawat: Got it and what is the further capex plan if you ca,SGIL,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf
operating leverage,positive_guidance,custom,remarks,2,0.22289089490694305,f our expanded foundry as well as machining capacities in order to drive utilization and operating leverage. These are some of the strategic initiatives that have laid the foundati,SGIL,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf
muted,negative_caution,custom,remarks,1,0.11144544745347153,s well as non-wind. We had a 3.5% growth in revenue in the current FY26. It was mainly muted due to project delays and operational disruptions throughout the brownfield expansion. ,SGIL,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf
we will come back,hedging_evasion,custom,remarks,1,0.11144544745347153,within no time we should be able to come to a level of shortage of capacity again maybe we will come back to you with the further this thing you know in this progress we are lookin,SGIL,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf
let us see,hedging_evasion,custom,remarks,1,0.11144544745347153,iggest challenge in the earlier case we have seen it there is some progress is happening let us see this year we have a target at least to acquire the land if we are able to able t,SGIL,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.11144544745347153,.2 1.3 lakh what kind of escalation or is it index to the commodity? V.S. Reddy: It's difficult to predict how commodity cycle is going to operate but generally we get around 140 y,SGIL,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf
come back to you,hedging_evasion,custom,remarks,1,0.11144544745347153,no time we should be able to come to a level of shortage of capacity again maybe we will come back to you with the further this thing you know in this progress we are looking for a,SGIL,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf
capex,capital_actions,custom,remarks,15,1.6716817118020728,ores as well as finance cost stood at 20.79 crores. These are mainly attributable to the CAPEX program that we've set throughout the year. There are several revenues as well as pro,SGIL,2026-05-22,2026-05-19,https://nsearchives.nseindia.com/corporate/SGIL_22052026163639_Transcript_19052026.pdf
one-off,negative_caution,custom,remarks,1,0.31928480204342274,"ed from Rs. 834.03 crores as of March 24, and this is significant. There are a couple of one-off interest related to income tax refund that we have, etc. which is included in that.",KTKBANK,2024-07-31,,https://nsearchives.nseindia.com/corporate/KTKBANK_31072024161512_Transcript.pdf
subdued demand,negative_caution,custom,remarks,1,0.7199424046076314,"es grew by 4%, EBITDA grew by 12% and PAT grew by 17%. Despite facing challenges such as subdued demand for premium and mid- premium branded apparel, primarily driven by reduced di",MUFTI,2025-02-06,,https://nsearchives.nseindia.com/corporate/CREDONSE_06022025154217_20250206_Transcript_Earnings_Call_Q3FY25.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.7199424046076314,"are not the guarantees of future performance and involve risk and uncertainties that are difficult to predict. As a reminder, all participant lines will be in the listen only mode ",MUFTI,2025-02-06,,https://nsearchives.nseindia.com/corporate/CREDONSE_06022025154217_20250206_Transcript_Earnings_Call_Q3FY25.pdf
muted,negative_caution,custom,QnA,2,0.33613445378151263,", but this quarter was not as good as it should have been. So Q4 will again be kind of a muted quarter for you. So overall, FY '25, you will be closing in a year-on-year types very",MUFTI,2025-02-06,,https://nsearchives.nseindia.com/corporate/CREDONSE_06022025154217_20250206_Transcript_Earnings_Call_Q3FY25.pdf
buyback,capital_actions,custom,QnA,2,0.33613445378151263,And one more question from my end is like are you planning to scheduling any kind of the buyback because of the like current price -- share price is already trading below the IPO p,MUFTI,2025-02-06,,https://nsearchives.nseindia.com/corporate/CREDONSE_06022025154217_20250206_Transcript_Earnings_Call_Q3FY25.pdf
headwinds,negative_caution,custom,remarks,4,0.44642857142857145,"otten listed that brands in the mid-premium to premium category in particular have faced headwinds. Rahul Dhruv: Right. And so, do you see these headwinds kind of receding? Do you ",MUFTI,2024-06-04,2024-05-31,https://nsearchives.nseindia.com/corporate/MUFTI_04062024165159_20240604_Transcript_Earnings_Call_Q4_FY24.pdf
muted,negative_caution,custom,remarks,1,0.11160714285714286,"nd we managed to do that profitably. Unfortunately, the last couple of seasons have been muted. And currently, the scenario still continues to be volatile, Rahul. So, we are the ki",MUFTI,2024-06-04,2024-05-31,https://nsearchives.nseindia.com/corporate/MUFTI_04062024165159_20240604_Transcript_Earnings_Call_Q4_FY24.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.11160714285714286,"re not the guarantees of future performance and involve risks and uncertainties that are difficult to predict. As a reminder, all participant lines will be in the listen-only mode ",MUFTI,2024-06-04,2024-05-31,https://nsearchives.nseindia.com/corporate/MUFTI_04062024165159_20240604_Transcript_Earnings_Call_Q4_FY24.pdf
capex,capital_actions,custom,remarks,16,1.7857142857142858,"hat? Rasik Mittal: For the COFO basically the lease of the store is taken by us and the capex in the store, the furnishing is done by us. So we invest in that basically. And we sen",MUFTI,2024-06-04,2024-05-31,https://nsearchives.nseindia.com/corporate/MUFTI_04062024165159_20240604_Transcript_Earnings_Call_Q4_FY24.pdf
headwinds,negative_caution,custom,remarks,3,0.41339396444811904,"c market as well as internationally. So, we are keeping a close watch on evolving global headwinds, which may translate into demand headwinds in some of the overseas markets, but s",SYMPHONY,2022-08-01,,https://nsearchives.nseindia.com/corporate/SYMPHONY_01082022175851_TranscriptearningconferencecallQ1FY23.pdf
slowdown,negative_caution,custom,remarks,1,0.13779798814937302,"in context of it exporting to The Home Depot in the US, now with US likely to see some slowdown in consumer spending and I understand in the last conversation you were very gung-ho",SYMPHONY,2022-08-01,,https://nsearchives.nseindia.com/corporate/SYMPHONY_01082022175851_TranscriptearningconferencecallQ1FY23.pdf
cost pressure,negative_caution,custom,remarks,1,0.13779798814937302,"some strategic decisions but as you would have observed that in June 2019, there was no cost pressure and in June 2022 quarter, whether on consolidated level or on a standalone lev",SYMPHONY,2022-08-01,,https://nsearchives.nseindia.com/corporate/SYMPHONY_01082022175851_TranscriptearningconferencecallQ1FY23.pdf
buyback,capital_actions,custom,remarks,5,0.6889899407468651,is regarding you have been consistently talking about utilizing your funds by the way of buyback which have not materialized so can you throw some more light on that the concrete o,SYMPHONY,2022-08-01,,https://nsearchives.nseindia.com/corporate/SYMPHONY_01082022175851_TranscriptearningconferencecallQ1FY23.pdf
buyback,capital_actions,custom,remarks,1,1.0869565217391304,primarily supported by healthy upstream dividend flows from our overseas investments and buyback proceeds received during the year. We also witnessed one of our strongest years of ,NAVA,2026-05-20,,https://nsearchives.nseindia.com/corporate/NBVENTURES_20052026172627_Disclosure.pdf
one-off,negative_caution,custom,QnA,1,0.20584602717167558,"hank you for the opportunity again, sir. When we look at our EBITDA margin, excluding the one-off also before that, the EBITDA margin for the quarter has declined on a consolidated",NAVA,2026-05-20,,https://nsearchives.nseindia.com/corporate/NBVENTURES_20052026172627_Disclosure.pdf
buyback,capital_actions,custom,QnA,1,0.20584602717167558,"izations going ahead? As you mentioned about the cash flow from the subsidiaries and the buyback program, what should one anticipate going ahead, and how are the power realizations",NAVA,2026-05-20,,https://nsearchives.nseindia.com/corporate/NBVENTURES_20052026172627_Disclosure.pdf
inventory destocking,negative_caution,custom,remarks,1,1.095290251916758,"ial 2024 were quite challenging as already explained due to China's reopening, continued inventory destocking and geopolitical complexities. As we observed a continued sluggishness",VALIANTORG,2023-08-16,,https://nsearchives.nseindia.com/corporate/VALIANTORG_16082023115314_voltranscript.pdf
slowdown,negative_caution,custom,remarks,2,2.190580503833516,"China accelerated economy opening. Global demand has been disrupted due to the economic slowdown in Europe and US, leading to reduced exports. While domestic demand remains very si",VALIANTORG,2023-08-16,,https://nsearchives.nseindia.com/corporate/VALIANTORG_16082023115314_voltranscript.pdf
inventory destocking,negative_caution,custom,QnA,1,0.13635124079629124,"at the cost margin, almost take out. So, that is happening, but I think that is more of inventory destocking. Once that happens, everybody is going to kind of manage or rationalize",VALIANTORG,2023-08-16,,https://nsearchives.nseindia.com/corporate/VALIANTORG_16082023115314_voltranscript.pdf
slowdown,negative_caution,custom,QnA,5,0.6817562039814562,"Good afternoon, sir. This is Sainath here. Just wanted to understand that, if this demand slowdown going to extend throughout the year or do you see any growth and improvement in m",VALIANTORG,2023-08-16,,https://nsearchives.nseindia.com/corporate/VALIANTORG_16082023115314_voltranscript.pdf
cannot comment,hedging_evasion,custom,QnA,2,0.2727024815925825,"ny further dilution from the promoter side or any comment on that? Mihir Shah No, I cannot comment. We have multiple promoters in the group. So, I don't know who individually is do",VALIANTORG,2023-08-16,,https://nsearchives.nseindia.com/corporate/VALIANTORG_16082023115314_voltranscript.pdf
difficult to predict,hedging_evasion,custom,QnA,2,0.2727024815925825,"of degrowth in this year. But like I said, it’s still the markets are so volatile, very difficult to predict correctly, but we do see some bit of degrowth coming in for this year. ",VALIANTORG,2023-08-16,,https://nsearchives.nseindia.com/corporate/VALIANTORG_16082023115314_voltranscript.pdf
capex,capital_actions,custom,QnA,15,2.0452686119443686,"Shah Okay. And so, looking at the demand scenario, so are we now going ahead with the CapEx plans or how should we look at the CapEx thing going forward? Mihir Shah So, we ar",VALIANTORG,2023-08-16,,https://nsearchives.nseindia.com/corporate/VALIANTORG_16082023115314_voltranscript.pdf
buyback,capital_actions,custom,QnA,1,0.13635124079629124,"the investor? Even promoters are not confident that either they come up and see that the buyback or something to boost the confidence on the investor side, so that would really mea",VALIANTORG,2023-08-16,,https://nsearchives.nseindia.com/corporate/VALIANTORG_16082023115314_voltranscript.pdf
margin expansion,positive_guidance,custom,QnA,1,0.12212994626282364,"Furthermore, we are undertaking a comprehensive cost review to identify opportunity for margin expansion through driving operational efficiencies and a zero-based budgeting approac",HINDWAREAP,2025-02-21,2025-02-21,https://nsearchives.nseindia.com/corporate/SHIL_21022025155247_Intimationregardingtranscriptofconcall.pdf
headwinds,negative_caution,custom,QnA,1,0.12212994626282364,"rong single-digit growth in institutional sales, which has happened. Where we faced some headwinds and seen a little bit of degrowth is basically in the general trade. Hindware Hom",HINDWAREAP,2025-02-21,2025-02-21,https://nsearchives.nseindia.com/corporate/SHIL_21022025155247_Intimationregardingtranscriptofconcall.pdf
subdued demand,negative_caution,custom,QnA,2,0.24425989252564728,"consolidated revenue was ₹594 crore, with an EBITDA of ₹37 crore, reflecting a continued subdued demand environment. For the nine months of FY25, revenue reached ₹1824 crore, and E",HINDWAREAP,2025-02-21,2025-02-21,https://nsearchives.nseindia.com/corporate/SHIL_21022025155247_Intimationregardingtranscriptofconcall.pdf
capex,capital_actions,custom,QnA,4,0.48851978505129456,"9 months, it's at 10.8%. Utkarsh Nopany: Okay. Sir, Lastly, what would be the expected capex for FY25 and FY26 for us? Nirupam Sahay: We are actually in the process of finalizing t",HINDWAREAP,2025-02-21,2025-02-21,https://nsearchives.nseindia.com/corporate/SHIL_21022025155247_Intimationregardingtranscriptofconcall.pdf
operating leverage,positive_guidance,custom,QnA,11,1.5235457063711912,"w consistent improvement in margin profile, with an EBITDA margin of 22.7% in Q3, led by operating leverage, consistent cost optimization initiatives, and a reduction in raw materi",MARKSANS,2024-02-20,,https://nsearchives.nseindia.com/corporate/MARKSANS_20022024142502_MPLintimation.pdf
one-off,negative_caution,custom,QnA,4,0.554016620498615,"gin levels that we're seeing in Q3, in your view, are they sustainable or there are some one-off advantages that you have right now? Second, if I look at the nine months that have ",MARKSANS,2024-02-20,,https://nsearchives.nseindia.com/corporate/MARKSANS_20022024142502_MPLintimation.pdf
muted,negative_caution,custom,QnA,2,0.2770083102493075,"Hi. Thanks for taking my question. A couple of them, Mark, Australia growth was a little muted this quarter. What's happened there? Mark Saldanha: Yes, it is muted and it's just th",MARKSANS,2024-02-20,,https://nsearchives.nseindia.com/corporate/MARKSANS_20022024142502_MPLintimation.pdf
capex,capital_actions,custom,QnA,24,3.3240997229916895,"at INR8.4 crores. Marksans Pharma Limited February 14, 2024 Page 4 of 17 The capex incurred during the period was INR160.6 crores. The investment is in line with our plan",MARKSANS,2024-02-20,,https://nsearchives.nseindia.com/corporate/MARKSANS_20022024142502_MPLintimation.pdf
buyback,capital_actions,custom,QnA,5,0.6925207756232687,"saying one-third you had a board policy, one-third to be allocated between dividends and buybacks. I mean, assuming you haven't done a buyback or you may not do a buyback, can we a",MARKSANS,2024-02-20,,https://nsearchives.nseindia.com/corporate/MARKSANS_20022024142502_MPLintimation.pdf
order book,positive_guidance,custom,remarks,2,0.24280684715308973,"ificant revenue growth pipeline. Currently, we are exiting September 2025 with a total order book position of around Rs.12,500 crores. So that is the kind of orders that we already",AWHCL,2025-11-10,2025-11-03,https://nsearchives.nseindia.com/corporate/AWHCLP_10112025103102_AWHCLEarningscallTranscript03112025.pdf
muted,negative_caution,custom,remarks,1,0.12140342357654486,"around 25% CAGR on revenue over the next 3 to 4 years, whereas last 2, 3 years have been muted. So any indication on that with the new projects coming up? Can we see that momentum ",AWHCL,2025-11-10,2025-11-03,https://nsearchives.nseindia.com/corporate/AWHCLP_10112025103102_AWHCLEarningscallTranscript03112025.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.12140342357654486,"are not the guarantee of future performance and involve risks and uncertainties that are difficult to predict. As a reminder, all participant lines will be in the listen-only mode ",AWHCL,2025-11-10,2025-11-03,https://nsearchives.nseindia.com/corporate/AWHCLP_10112025103102_AWHCLEarningscallTranscript03112025.pdf
capex,capital_actions,custom,remarks,18,2.1852616243778074,", Ketan. So what happens is if I bag a new WTE project, for example, I need to incur the capex on day one, right? Only after the capex has been done, do I start the operations of t",AWHCL,2025-11-10,2025-11-03,https://nsearchives.nseindia.com/corporate/AWHCLP_10112025103102_AWHCLEarningscallTranscript03112025.pdf
capital expenditure,capital_actions,custom,remarks,1,0.12140342357654486,ould you throw some light what are these? N.G. Subramanian: Okay. So these are actually capital expenditure done under DBOOT projects. So these are under Accounting Standard 115. S,AWHCL,2025-11-10,2025-11-03,https://nsearchives.nseindia.com/corporate/AWHCLP_10112025103102_AWHCLEarningscallTranscript03112025.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.5165289256198347,are not guarantees of future performance and involve risks and uncertainties that are difficult to predict. And a disclaimer to this effect has been included in the financial resul,MAXESTATES,2024-08-17,2024-08-12,https://nsearchives.nseindia.com/corporate/MAXESTATES_17082024152656_20240816Transcript.pdf
strong pipeline,positive_guidance,custom,QnA,1,0.2523977788995457,"lso in our pipeline. As I mentioned, we have leased 63%. As we speak, we have very, very strong pipeline, which gives us the confidence to 100% lease it in this financial year 2025",MAXESTATES,2024-08-17,2024-08-12,https://nsearchives.nseindia.com/corporate/MAXESTATES_17082024152656_20240816Transcript.pdf
we will come back,hedging_evasion,custom,QnA,2,0.5047955577990914,"INR4,000 crores. You are absolutely right about your reading of where the market is, and we will come back and update all of you on exact launch price and true GDV value number the",MAXESTATES,2024-08-17,2024-08-12,https://nsearchives.nseindia.com/corporate/MAXESTATES_17082024152656_20240816Transcript.pdf
